name,city,tagline,description,word_count,char_count
Once Again,Bangalore,C2C Marketplace for Pre-owned Fashion,"Once Again is built around the concept that you should never have to wear the same outfit twice. We believe that each day is a page in your story and each outfit you wear has a story to tell. After finishing their part in your lives, your clothes deserve to go ...",5,37
WhatsOnRent,Bangalore,Amazon for renting items!,"WhatsOnRent helps users find and put up great products on rent.
Its re-commerce and not e-commerce!",4,25
Structize,Bangalore,One Stop 3D Printing shop,"Structize connects the 3 different worlds of 3D Printing - Customer, Designer, Manufacturer.
What's more we do all the ground work to connect the three!
We curate the designs, check them for print ability, add supports if necessary and send it directly to the manufacturer.
The ...",5,25
Channel Bridge Software Labs,Bangalore,Cloud based sales analytics platform,ased sales analytics platform,5,36
Roundhop,Bangalore,"Real Dating, Online","Roundhop lets you meet singles near you for face to face conversations online. It just take a couple of minutes to sign up. Join events near you and meet 10 singles in under an hour. If you like someone, let us know. If they like you back, we will send you their ...",3,19
OODIO,Bangalore,"Post Production, Design and Books for Photographers","OODIO provides you end to end support with your culling, editing, design and print requirements, with an easy and superior workflow. We aim to partner with you to become your extended team, backing you up with a high quality output and faster turn around times. ...",7,51
PowerHouse,Bangalore,WhatsApp for the Real Estate Industry,PowerHouse is an exclusive b2b business messaging app to the real estate broker community. It intuitively allows a user to share all their client requirements & properties among hundreds and thousands of verified fellow real estate brokers. With intelligent features ...,6,37
LocalQueen,Bangalore,Hyper-local market for small businesses,"LocalQueen is a platform that taps the power of social selling to create flexible earning opportunities for women and a lively hyper-local market for small businesses, both product and services .Our mobile application enables women to earn money by promoting selected ...",5,39
DriveU,Bangalore,On demand drivers for personal cars.,Get a personal driver for your car on tap of a button. DriveU is most convenient and fastest way of getting on demand drivers for your personal car anywhere and anytime in Bangalore. All our drivers are trusted and verified to assure you the highest standard of ...,6,36
ZoloStays,Bangalore,Uber for PG Accomodations,ZoloStays is India's first chain of branded PGs providing standardized facilities at all our paying guests. We envision to redefine PG market by uplifting services provided to the customers with the use of technology and professional expertise.,4,25
"MobiBing- Used Gadgets,Verified & Cheap",Bangalore,"Only MobiBing sells & exchange - verified, refurbished, unboxed & used gadgets.","MobiBing is Indias first and one-of-a kind eCommerce B2B, B2C platform & responsive market-space, where you can buy,sell & exchange - overstock, unused, refurbished & un-boxed smartphones, tablets & laptops.Its main focus is to offers its customers & vendors a ...",12,79
WEBarrister,Bangalore,Legal Practice Management,"WEBarrister let barristers and organise and collaborate with clients and stenographers. Manages 10 different requirements for a Legal office. Pulls information from court website. Allows them to research and save their personal law digest. Import contacts, upload ...",3,25
epaathsala,Bangalore,Cloud based software for mandatory accreditation for higher education institutions,ur software supports ...,10,82
Smallcase,Bangalore,Building products & tools for an actively investing India,"oes not give any recommendations or tips. We provide the retail investor the best of choice to invest, track and manage her portfolio.",9,57
Mintash,Bangalore,Window shopping for beautiful things,"his idea is at initial stages and a rough prototype. I need co-founders and technical expertise. If you are interested in this idea to take forward, ...",5,36
Bribe A Friend,Bangalore,The World of Suggestions,"u're looking for a house or searching for a job. Just incentivize people around you to suggest by offering a small token of appreciation (bribe), and see the difference.",4,24
Airborne,Bangalore,Unified Instant Messenger,"Airborne unifies messages from your Airborne, SMS and Google buddies, right under the same chat thread!",3,25
UrbanPro.com,Bangalore,"Professionals create profile to get hired,consumers post needs to connect with Providers.","Hire the Right Pro!
Whether you are looking for an experienced tutor to learn guitar, a skilled photographer to capture your ‘Kodak’ moments, a trainer to learn a new programming language or someone who can help you host your child’s first birthday perfectly, we ...",12,89
SlimRide,Bangalore,Unique Ridesharing Solution,Website,3,27
Pi2 Square,Bangalore,Enterprise Cloud Computing,"Google Apps
Google Maps
Google Search Appliance
Google Cloud Platform
Office 365
Lync Online
Windows Azure
CRM 
Domain Registration
Shared Hosting
VPS Hosting
Dedicated Hosting",3,26
chennaistore,Bangalore,"chennaistore is having trendy sarees, salwars,that will keep every women look stunning.","chennaistore is having trendy,gorgeous salwar kameez, that will keep every women look stunning. Check out theLatest Salwar Kameez Designs from chennaistore and enjoy shopping.Log on to: www.chennaistore.com",12,87
Juststickers,Bangalore,Custom Vinyl Stickers and Laptop Stickers,"India's first premium quality vinyl custom stickers for start-ups, businesses and laptop stickers for individuals.

Our belief and mission is to provide the options for start-ups, businesses, individuals, tech enthusiasts, designers and developers like ourselves ...",6,41
MindPwr Unlimited,Bangalore,Seamless migration of legacy Pacbase code,"Pacbase (VisualAge Pacbase), one of the proprietary products of IBM, is a popular tool capable of generating COBOL code – Pacbase allows programmers to develop applications at a much faster rate. Due to this benefit, many companies in US and Europe, across industry ...",6,41
Institute of Product Leadership,Bangalore,EMBA&International Certificate Program in Product Management & Marketing (ICPM),"Executive MBA,International Post Graduate Certificate Program in Product Management & Marketing (ICPM)",9,79
Jive Mathew Pictures,Bangalore,Brilliant movies that enthral the audience!,A movie production house that makes sensible cinema in India.,6,43
United fashion Mart,Bangalore,Designer clothing at your door step,"Mydesignersales.com promotes the young, upcoming designers collections and established designer collections on a single platform. Customers gets to choose wide range of clothing and can get customized  at their convenient time.",6,35
Ruins of the Renaissance,Bangalore,Event for creativity & innovation - something like Burning Man,It is a year long movement to promote creativity & innovation throughout the country to begin with and move on to make it a global movement. The movement culminates in a two days festival meant for large audiences to come and get back in touch with their creative ...,10,62
